Name,PropertyType,HostID,HostName,HostLocation,HostResponseTime,HostResponseRate,RoomType,BedType,MinNights,MaxNights,GuestCount,ExtraGuestCount,GuestWithPay,BedRoomsCount,No_Of_Beds,No_Of_Bathrooms,CancellationPolicy,Price,Currency,Address_Property,Location,LocationCode,Longitude,Latitude,Availability_365,Is_location_exact,Total_ReviewsCount,ReviewScores
Private bedroom in family home,Apartment,8214768,Maria Florencia,"Mount Lawley, Western Australia, Australia",Not Specified,100.0,Private room,Real Bed,3,30,2,0.0,1.0,1.0,1.0,1.0,flexible,70.0,AUD,"Mosman, NSW, Australia",Australia,AU,151.23254,-33.82686,0,True,0,10.0
Lovely Apartment in the heart of Barcelona.,Apartment,9477063,Xavier,"Barcelona, Catalonia, Spain",within an hour,100.0,Entire home/apt,Real Bed,4,371,4,8.0,2.0,1.0,3.0,1.0,strict_14_with_grace_period,98.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.15565,41.37386,236,True,35,10.0
Póvoa City Center Apartment,Apartment,85911143,Maria,"Vila do Conde, Porto District, Portugal",within an hour,90.0,Entire home/apt,Real Bed,2,30,6,10.0,1.0,2.0,2.0,1.0,moderate,35.0,EUR-P,"Póvoa de Varzim, Porto, Portugal",Portugal,PT,-8.75607,41.37701,268,False,12,10.0
Spacious Apartment in Historic Harlem!,Apartment,12517694,Rahel,"New York, New York, United States",within an hour,100.0,Private room,Real Bed,2,30,2,15.0,2.0,1.0,1.0,1.5,strict_14_with_grace_period,67.0,USD,"New York, NY, United States",United States,US,-73.95261,40.81244,3,True,4,10.0
Charming apartment – Close to Subway & Mall,Apartment,162153364,Julia,"Montreal, Quebec, Canada",within an hour,100.0,Entire home/apt,Real Bed,1,1125,5,0.0,1.0,2.0,3.0,1.0,moderate,70.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.53891,45.5786,158,True,61,9.0
Bright Beach side 1 Bedroom Apartment,Apartment,66903121,Sandhya,"Pinner, England, United Kingdom",within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,0.0,1.0,2.0,2.0,1.0,moderate,129.0,AUD,"Bondi Beach, NSW, Australia",Australia,AU,151.27351,-33.88922,0,False,0,10.0
Tranquil beach home with pool & ocean glimpses,House,97548118,Duncan,"Bilgola Plateau, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,5,21,8,0.0,1.0,4.0,6.0,1.5,strict_14_with_grace_period,600.0,AUD,"Bilgola Plateau, NSW, Australia",Australia,AU,151.31783,-33.64421,65,True,2,10.0
Century XIX Designer Flat with balcony,Apartment,65325189,Henrique&Isabel,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,3,1123,4,10.0,2.0,1.0,2.0,1.0,strict_14_with_grace_period,59.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61464,41.15224,211,True,35,10.0
Remodeled penthouse in Gracia *Bcn*,Apartment,10547296,María & Oscar,"Barcelona, Catalonia, Spain",within an hour,97.0,Entire home/apt,Real Bed,2,200,6,10.0,4.0,2.0,3.0,1.0,moderate,140.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.15849,41.40913,181,True,30,9.0
`LM 三個睡房的整间公寓,Condominium,67210153,Karman,HK,within an hour,100.0,Entire home/apt,Real Bed,1,1111,5,0.0,1.0,3.0,3.0,1.0,strict_14_with_grace_period,10001.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17045,22.3139,90,False,4,9.0
Fully furnished apartment - Man Mo Temple,Apartment,8091954,Antonio,"Paris, Île-de-France, France",within a few hours,80.0,Entire home/apt,Real Bed,2,1125,4,0.0,1.0,1.0,2.0,1.0,flexible,801.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.14993,22.28422,1,False,12,10.0
1921 - AB Paral·lel Apartment A - Contemporary Penthouse with a Private Terrace,Apartment,4459553,Eva&Jacques,"Barcelona, Catalonia, Spain",within an hour,99.0,Entire home/apt,Real Bed,3,31,6,0.0,6.0,3.0,6.0,2.0,moderate,470.0,EUR,"BARCELONA, city, Spain",Spain,ES,2.16855,41.37393,290,True,34,9.0
Bright & spacious 1BR apartment with ocean views!,Apartment,14999978,Aleksandra,"Sydney, New South Wales, Australia",within a day,50.0,Entire home/apt,Real Bed,2,1125,3,0.0,1.0,1.0,2.0,1.0,flexible,119.0,AUD,"Bondi, NSW, Australia",Australia,AU,151.26131,-33.89634,0,True,2,10.0
"""Hôtel"" room Frontenac metro, private & furnished",Apartment,34137068,Charlene,"Montreal, Quebec, Canada",within an hour,100.0,Private room,Real Bed,1,20,2,0.0,1.0,1.0,1.0,1.0,flexible,40.0,CAD,"Montréal, QC, Canada",Canada,CA,-73.55033,45.53608,129,False,29,10.0
Affordable traveler's studio in the heart of HK,Apartment,1267685,Lysa,"Hong Kong, Hong Kong",within an hour,100.0,Entire home/apt,Real Bed,3,1000,2,100.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,393.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.18605,22.27827,0,True,7,9.0
Waterfront Apartment Maroubra Beach,Apartment,68592313,Willyan,"Maroubra, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,2,16,4,0.0,1.0,2.0,2.0,1.0,strict_14_with_grace_period,109.0,AUD,"Maroubra, NSW, Australia",Australia,AU,151.25741,-33.94568,0,True,1,10.0
Liiiving in Porto | Downtown Charm Apartment,Apartment,30907275,Liiiving,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,3,1124,3,20.0,2.0,1.0,1.0,1.0,moderate,60.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61246,41.14945,363,True,7,10.0
Quarto de casal próximo ao aeroporto Galeão,House,162458584,Heidy,BR,within an hour,100.0,Private room,Real Bed,1,1125,5,50.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,97.0,BRL,"Portuguesa, Rio de Janeiro, Brazil",Brazil,BR,-43.20475237067608,-22.80369559925885,199,False,17,10.0
Luxury 3 Bedroom Apartment in Prime location,Apartment,103891135,Gina,AU,Not Specified,100.0,Entire home/apt,Real Bed,7,20,6,0.0,1.0,3.0,3.0,3.0,flexible,500.0,AUD,"Surry Hills, NSW, Australia",Australia,AU,151.21345,-33.8844,0,True,0,10.0
Private room in stylish loft in Surry Hills,Apartment,4321849,Idoia,"Barcelona, Cataluña, Spain",Not Specified,100.0,Private room,Real Bed,2,6,2,50.0,1.0,1.0,1.0,1.0,flexible,75.0,AUD,"Surry Hills, NSW, Australia",Australia,AU,151.21029,-33.88087,0,False,0,10.0
Manly Haven- Best Location with carpark,Apartment,162624858,Mark,"Manly, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,4,0.0,1.0,2.0,3.0,2.0,moderate,220.0,AUD,"Manly, NSW, Australia",Australia,AU,151.28704,-33.78924,0,True,3,9.0
Cozy house in the heart of Surry Hills,Townhouse,162612537,Fatima And Jerome,"Surry Hills, New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,5,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,80.0,AUD,"Surry Hills, NSW, Australia",Australia,AU,151.21229,-33.89048,0,False,0,10.0
Chambre privée - Plateau Mont-Royal,Apartment,12960587,Zoé,"Montreal, Quebec, Canada",Not Specified,100.0,Private room,Real Bed,7,10,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,23.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.58216,45.53643,0,True,2,8.0
Omar do Rio - A1206,Apartment,162706782,Priscilla,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within an hour,100.0,Entire home/apt,Real Bed,2,90,3,30.0,3.0,0.0,2.0,1.0,strict_14_with_grace_period,201.0,BRL,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,-43.187293168485795,-22.974836112866804,223,False,12,10.0
Small sunroom. Sydney Harbour at your doorstep,Apartment,1695791,Shaun,"Sydney, New South Wales, Australia",within an hour,100.0,Private room,Real Bed,2,7,2,10.0,1.0,1.0,1.0,1.0,moderate,53.0,AUD,"Rose Bay, NSW, Australia",Australia,AU,151.25834,-33.87482,358,True,42,10.0
Luxurious One Bedroom Apartment in Kings Cross,Apartment,162737263,Amy,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,1,4,2,0.0,1.0,1.0,1.0,1.0,flexible,200.0,AUD,"Potts Point, NSW, Australia",Australia,AU,151.22437,-33.87561,0,True,2,10.0
合家歡樂同住喜｡,Other,162804068,燕芳,HK,Not Specified,100.0,Shared room,Real Bed,1,30,3,250.0,1.0,1.0,3.0,2.0,flexible,251.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.17397,22.32249,0,True,5,10.0
Water-view 5-star living,Condominium,143202414,Cathy,"Sydney, New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,moderate,70.0,AUD,"Rhodes, NSW, Australia",Australia,AU,151.08417,-33.82808,0,True,0,10.0
Large Private Studio w/Full Kitchen,Bed and breakfast,11369496,Brandyn,"Kailua, Hawaii, United States",within an hour,100.0,Private room,Real Bed,3,1125,3,20.0,2.0,1.0,1.0,1.0,moderate,135.0,USD,"Kailua, HI, United States",United States,US,-157.73252,21.3938,303,True,42,9.0
"Historic Rio, Samba City and Olympic Rio",Apartment,145547216,Marcos,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,100.0,Private room,Real Bed,2,30,4,0.0,1.0,0.0,1.0,1.0,flexible,298.0,BRL,"Centro, Rio de Janeiro, Brazil",Brazil,BR,-43.1829877915535,-22.900572329666712,175,False,1,10.0
Midlevels apt with an amazing view,Apartment,5009801,Dan,Hong Kong,Not Specified,100.0,Entire home/apt,Real Bed,2,30,4,50.0,2.0,1.0,1.0,1.0,moderate,903.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.15137,22.28196,0,True,55,10.0
Little Manly retreat,Apartment,112468070,Tom,AU,Not Specified,100.0,Entire home/apt,Real Bed,2,10,4,0.0,1.0,2.0,3.0,1.0,flexible,151.0,AUD,"Manly, NSW, Australia",Australia,AU,151.2893,-33.80665,0,True,1,10.0
Studio32 - Brand New & Self Contained,Guest suite,96643264,Tracey,"Sydney, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,1,30,2,0.0,1.0,0.0,1.0,1.0,moderate,109.0,AUD,"Leichhardt, NSW, Australia",Australia,AU,151.15151,-33.88792,141,False,157,10.0
Artist Studio,Apartment,149914934,Griffin,"Sydney, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,3,15,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,97.0,AUD,"Potts Point, NSW, Australia",Australia,AU,151.2249,-33.87364,15,False,47,10.0
One Bed available in Bondi for Chrismas!!!,Apartment,76526417,Quentin,"Saint-Ouen, Île-de-France, France",Not Specified,100.0,Shared room,Real Bed,6,13,1,0.0,1.0,1.0,1.0,2.0,flexible,70.0,AUD,"North Bondi, NSW, Australia",Australia,AU,151.27945,-33.88432,0,True,0,10.0
Single room with private balcony close to CBD,House,77155107,Serena,"New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,2,30,1,0.0,1.0,1.0,1.0,1.0,flexible,50.0,AUD,"Forest Lodge, NSW, Australia",Australia,AU,151.18283,-33.88448,0,False,1,10.0
Scandinavian Styled 1BR Flat with Natural Light.,Guest suite,100464984,Sam,"Kings Langley, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,1,1125,4,10.0,1.0,0.0,2.0,1.0,moderate,70.0,AUD,"Kings Langley, NSW, Australia",Australia,AU,150.93016,-33.74899,54,True,70,9.0
Double Bay Apartment with Stunning Harbour Views,Apartment,11028024,Sarah,"Sydney, New South Wales, Australia",within a day,100.0,Entire home/apt,Real Bed,3,14,6,0.0,1.0,3.0,4.0,2.5,strict_14_with_grace_period,156.0,AUD,"Edgecliff, NSW, Australia",Australia,AU,151.23883,-33.87782,0,False,2,7.0
Lovely room in a charming Surry Hills terrasse,House,17130449,Ombeline,"New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,2,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,63.0,AUD,"Surry Hills, NSW, Australia",Australia,AU,151.21344,-33.88457,0,False,0,10.0
Waterside appartments in Rhodes,Apartment,155358719,Anna,AU,Not Specified,100.0,Private room,Real Bed,7,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,142.0,AUD,"Rhodes, NSW, Australia",Australia,AU,151.08448,-33.8273,174,True,0,10.0
Take a Coastal Walk from a Stylish Flat,Apartment,7409213,L'Abode Accommodation Specialist,"Sydney, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,2,1125,6,0.0,1.0,2.0,3.0,2.0,strict_14_with_grace_period,419.0,AUD,"Coogee, NSW, Australia",Australia,AU,151.25625,-33.91676,149,True,24,10.0
Bonito y cómodo loft en el centro,Apartment,11387473,Alberto,"Sant Pere de Ribes, Catalonia, Spain",within a few hours,100.0,Entire home/apt,Real Bed,3,15,3,40.0,3.0,1.0,2.0,1.0,flexible,100.0,EUR,"Barcelona, Catalonia, Spain",Spain,ES,2.16375,41.37956,69,False,1,10.0
Apart-Hotel Triplex Praia Flamengo,Condominium,1159474,Elias,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,100.0,Entire home/apt,Real Bed,2,60,6,0.0,2.0,2.0,2.0,1.5,moderate,228.0,BRL,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,-43.174591931700924,-22.937286676508734,152,True,111,10.0
⭐❤2BR BIG HOME-MAX 7GUESTS-MONG KOK MTR 旺角地鐵兩房一廳❤⭐,Apartment,128901758,Wilson,"Hong Kong, Hong Kong",within an hour,100.0,Entire home/apt,Real Bed,3,365,7,120.0,7.0,2.0,5.0,1.0,strict_14_with_grace_period,903.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.16841,22.32441,60,True,63,10.0
Private centrally located self contained apartment,Apartment,163200191,Agata,"Kingsford, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,40.0,2.0,1.0,2.0,1.0,moderate,151.0,AUD,"Kingsford, NSW, Australia",Australia,AU,151.23178,-33.92575,132,True,26,10.0
Experience the Sydneysider lifestyle!,House,105683552,Imran,"North Sydney, New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,63.0,AUD,"North Sydney, NSW, Australia",Australia,AU,151.20538,-33.83904,0,True,4,8.0
Large loft in Old Montreal,Loft,10585712,Frederick,"Montreal, Quebec, Canada",within an hour,99.0,Entire home/apt,Real Bed,1,1125,6,30.0,4.0,1.0,3.0,1.0,moderate,165.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.55506,45.50624,299,True,56,10.0
Suitable place for ERASMUS students (Mecidiyeköy),Apartment,163308111,Beliz,"Mersin, Mersin Province, Turkey",a few days or more,0.0,Private room,Real Bed,90,180,1,0.0,1.0,1.0,1.0,1.0,flexible,53.0,TRY,"Şişli, İstanbul, Turkey",Turkey,TR,29.00289,41.07033,270,False,0,10.0
Modern and Comfortable one bedroom apartment zmv,Apartment,85304084,Wendy,AU,within an hour,100.0,Entire home/apt,Real Bed,1,1125,4,15.0,2.0,1.0,2.0,1.0,moderate,119.0,AUD,"Rosebery, NSW, Australia",Australia,AU,151.20894,-33.91327,242,True,116,10.0
Private Room with perfect location in Bostanci,Apartment,6814492,Engin,Istanbul,within a few hours,100.0,Private room,Real Bed,1,180,2,40.0,2.0,1.0,2.0,1.0,flexible,63.0,TRY,"Istanbul, İstanbul, Turkey",Turkey,TR,29.10343,40.95698,180,False,4,8.0
Luxury Sydney Escape,Apartment,92384660,Laura,"New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,3,10,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,100.0,AUD,"Chippendale, NSW, Australia",Australia,AU,151.19807,-33.88777,0,True,1,10.0
Light-filled room in Newtown beautiful terrace,House,163371762,Freya,"Newtown, New South Wales, Australia",Not Specified,100.0,Private room,Real Bed,2,1125,3,0.0,1.0,1.0,2.0,2.0,strict_14_with_grace_period,33.0,AUD,"Newtown, NSW, Australia",Australia,AU,151.18438,-33.89516,0,False,2,10.0
Palm Beach Penthouse by Contemporary Hotels,Apartment,3046924,Contemporary Hotels,"Sydney, New South Wales, Australia",within a few hours,100.0,Entire home/apt,Real Bed,7,365,4,0.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,850.0,AUD,"Palm Beach, NSW, Australia",Australia,AU,151.33219,-33.60514,357,True,1,10.0
The Geraniums,Guest suite,123336221,Sam,"Sydney, New South Wales, Australia",within an hour,100.0,Private room,Real Bed,1,180,2,20.0,2.0,1.0,1.0,1.0,flexible,65.0,AUD,"Castle Hill, NSW, Australia",Australia,AU,151.00488,-33.73838,178,True,17,10.0
fun place,Hostel,93945892,Edgar Andres,"Montreal, Québec, Canada",Not Specified,100.0,Shared room,Real Bed,1,1125,2,0.0,1.0,1.0,1.0,1.0,flexible,31.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57063,45.51289,0,True,0,10.0
Sydney City Pad,Apartment,62720100,Eleni,"New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,1,30,4,0.0,1.0,1.0,2.0,1.0,moderate,178.0,AUD,"Darlinghurst, NSW, Australia",Australia,AU,151.21446,-33.87698,52,True,54,10.0
"Oceanfront View, Immaculate 2-BR/BA",Condominium,11417260,Howard,"Palo Alto, California, United States",within a few hours,100.0,Entire home/apt,Real Bed,3,30,6,0.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,320.0,USD,"Wailuku, HI, United States",United States,US,-156.50856,20.79371,151,True,69,10.0
Luxury Waterloo Apartment - Resort Style Living,Apartment,19154158,Aimee,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,115,120,3,0.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,125.0,AUD,"Waterloo, NSW, Australia",Australia,AU,151.20988,-33.90261,123,False,1,8.0
PRETTY ROOM IN BARCELONA-A/C-NEAR PLAZA ESPAÑA,Apartment,114113037,Daniel,"Barcelona, Catalonia, Spain",within an hour,100.0,Private room,Real Bed,2,1000,2,0.0,1.0,1.0,1.0,1.0,moderate,35.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.15374,41.37718,236,True,53,10.0
Rattan,Apartment,4414904,Steve,Hong Kong,within an hour,100.0,Private room,Real Bed,28,1125,2,0.0,1.0,1.0,1.0,0.5,strict_14_with_grace_period,196.0,HKD,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,114.16515,22.32895,350,True,2,10.0
Ribeira Trendy Apartment,Apartment,130805492,Marta,"Porto, Porto District, Portugal",within an hour,99.0,Entire home/apt,Real Bed,1,30,4,5.0,2.0,1.0,1.0,1.0,flexible,120.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.61373,41.14066,112,True,8,10.0
Quite Family Retreat,Condominium,17405643,Lana,"Montreal, Quebec, Canada",within a few hours,100.0,Entire home/apt,Real Bed,3,1125,8,25.0,4.0,3.0,3.0,1.5,flexible,90.0,CAD,"Dollard-des-Ormeaux, Québec, Canada",Canada,CA,-73.79539,45.49149,0,True,28,9.0
Classic Inner City Hideaway,Apartment,86817437,Lachlan,AU,within an hour,100.0,Entire home/apt,Real Bed,5,1125,3,0.0,1.0,2.0,2.0,1.0,flexible,161.0,AUD,"Rushcutters Bay, NSW, Australia",Australia,AU,151.22582,-33.87433,244,True,36,10.0
Doble room in the heart of BCN - Born,Apartment,163670236,Bikey,"Barcelona, Catalonia, Spain",Not Specified,100.0,Private room,Real Bed,1,14,2,0.0,1.0,0.0,1.0,1.0,flexible,31.0,EUR,"Barcelona, Catalunya, Spain",Spain,ES,2.17862,41.38659,0,True,6,10.0
COPACABANA DREAM,Apartment,4255118,Ricardo,"Rio de Janeiro, Rio de Janeiro, Brazil",within an hour,93.0,Entire home/apt,Real Bed,4,1125,3,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,101.0,BRL,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,-43.19027208242078,-22.971859234419757,111,True,15,10.0
Sea View Ancient Chinese Style Two Rooms Suite,Apartment,144228546,The Cove Hostel,HK,within a few hours,95.0,Entire home/apt,Real Bed,1,1125,4,0.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,597.0,HKD,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,113.99049,22.21251,365,True,1,10.0
Lovely Apartment,Apartment,1164642,Rosalynn,Brooklyn,within a day,50.0,Entire home/apt,Real Bed,5,60,2,0.0,1.0,1.0,1.0,1.0,moderate,150.0,USD,"Brooklyn, NY, United States",United States,US,-73.96665,40.67424,349,True,19,10.0
Pause_Oporto,House,163147652,Luzia,"Porto, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,3,1125,4,35.0,3.0,3.0,3.0,1.5,flexible,80.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.59836,41.14798,255,True,31,10.0
QUick NYE spotover,House,164055415,Donny Shih-Ying,AU,Not Specified,100.0,Private room,Real Bed,2,1125,2,20.0,1.0,0.0,1.0,1.5,flexible,48.0,AUD,"Gordon, NSW, Australia",Australia,AU,151.14834,-33.75452,90,False,0,10.0
"Work n Rest Free wifi Quiet, Family Fun Shops Cafe",House,47521103,Leena,"Sydney, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,1,1125,12,22.0,1.0,3.0,11.0,1.5,strict_14_with_grace_period,119.0,AUD,"Kings Langley, NSW, Australia",Australia,AU,150.91725,-33.74507,0,False,40,9.0
Apartamento no Recreio dos Bandeirantes,Apartment,41659968,Anna Gabrielle,"Rio de Janeiro, State of Rio de Janeiro, Brazil",within a few hours,100.0,Entire home/apt,Real Bed,2,90,4,50.0,3.0,1.0,1.0,2.0,flexible,108.0,BRL,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",Brazil,BR,-43.49321846774024,-23.02083419067571,158,True,19,10.0
The Blue Room,House,1927133,Eddie & Harumi,"Hawaii, Island of Oahu, Honolulu, Aina Haina area",within a day,80.0,Private room,Real Bed,3,1125,1,20.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,48.0,USD,"Honolulu, HI, United States",United States,US,-157.74931,21.27853,47,False,8,10.0
Montréal en toute simplicité,Apartment,23980083,Catherine,"Montreal, Quebec, Canada",Not Specified,100.0,Entire home/apt,Real Bed,3,1125,2,15.0,1.0,0.0,1.0,1.0,moderate,58.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.60385,45.52941,1,True,10,10.0
Villa CL,Townhouse,164659936,Alexandra&David,"Povoa de Varzim, Porto District, Portugal",within an hour,100.0,Entire home/apt,Real Bed,2,30,7,10.0,6.0,3.0,5.0,2.0,strict_14_with_grace_period,70.0,EUR-P,"Vila do Conde, Porto, Portugal",Portugal,PT,-8.75392,41.35233,189,True,12,10.0
Salty Bungalow 1,Bungalow,142094401,Salty Days,"Umbulharjo, Special Region of Yogyakarta, Indonesia",within a day,100.0,Private room,Real Bed,1,1125,2,0.0,1.0,1.0,2.0,1.0,flexible,60.0,EUR-P,"Valadares, Porto, Portugal",Portugal,PT,-8.65394,41.09343,361,True,0,10.0
FUNCTIONAL APARTMENT - NEAR MONTREAL CITY CENTER,Apartment,355698,Mohamad,"Montreal, Québec, Canada",within an hour,100.0,Entire home/apt,Real Bed,2,1125,4,0.0,4.0,2.0,3.0,1.0,moderate,81.0,CAD,"Montréal, Canada",Canada,CA,-73.55857,45.51776,192,True,4,10.0
看林村河和吐露港海的房間,Apartment,165062924,Kitty,HK,Not Specified,100.0,Private room,Real Bed,1,1125,1,0.0,1.0,2.0,1.0,1.0,flexible,691.0,HKD,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,114.17048,22.45252,0,False,0,10.0
Top location + Great Sydney Views 3 Beds Apartment,Apartment,151504644,Sally,"Sydney, New South Wales, Australia",within an hour,100.0,Entire home/apt,Real Bed,2,1125,5,50.0,4.0,2.0,3.0,1.0,moderate,350.0,AUD,"Sydney, NSW, Australia",Australia,AU,151.20811,-33.87815,85,False,32,10.0
Ocean Condo @ Kuhio Shores #403,Condominium,165318615,David & Aryana,"Las Vegas, Nevada, United States",within an hour,100.0,Entire home/apt,Real Bed,4,1125,4,0.0,1.0,1.0,2.0,1.0,strict_14_with_grace_period,250.0,USD,"Koloa, HI, United States",United States,US,-159.47383,21.88115,211,True,7,10.0
Huge family apartment in the heart of the Plateau,Apartment,1929936,Martine&François,"Montreal, Quebec, Canada",within an hour,100.0,Entire home/apt,Real Bed,2,360,6,15.0,2.0,3.0,3.0,1.0,flexible,119.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.57851,45.52997,59,True,3,10.0
"Drummoyne oasis, close to the bay",House,37448388,Elise,"Drummoyne, New South Wales, Australia",Not Specified,100.0,Entire home/apt,Real Bed,2,22,4,0.0,1.0,2.0,2.0,2.0,strict_14_with_grace_period,181.0,AUD,"Drummoyne, NSW, Australia",Australia,AU,151.14545,-33.85484,0,False,7,9.0
"Room with a view Montreal, Net flix, HS WIFI.",Apartment,28468136,James,"Montreal, Quebec, Canada",within a day,88.0,Entire home/apt,Real Bed,32,1125,4,25.0,2.0,1.0,1.0,1.0,flexible,99.0,CAD,"Montréal, Québec, Canada",Canada,CA,-73.58467,45.49681,311,True,14,10.0
Fantastic Soho/Tribeca Loft,Loft,11473727,Sal,"New York, New York, United States",within a day,90.0,Entire home/apt,Real Bed,30,1125,5,0.0,1.0,1.0,2.0,1.0,moderate,250.0,USD,"New York, NY, United States",United States,US,-74.00571,40.7196,306,True,4,10.0
Cozy studio in Sheung Wan/Central,Apartment,24027071,Léa,"Hong Kong, Hong Kong",within a few hours,78.0,Entire home/apt,Real Bed,2,1125,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,754.0,HKD,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,114.14896,22.2838,59,True,3,10.0
40 mins bus to city.close to big shopping mall.,Villa,160528797,Lulu,China,Not Specified,100.0,Private room,Real Bed,1,1125,3,10.0,1.0,1.0,2.0,1.0,flexible,30.0,AUD,"Castle Hill, NSW, Australia",Australia,AU,150.99986,-33.73109,0,False,5,8.0
Fantastic Light Filled Room in Newtown,House,33949587,Clare,"Sydney, New South Wales, Australia",within an hour,100.0,Private room,Real Bed,3,7,2,0.0,1.0,1.0,1.0,1.0,strict_14_with_grace_period,60.0,AUD,"Newtown, NSW, Australia",Australia,AU,151.17746,-33.90751,25,True,10,10.0
"FLAT, PRAIA, BARRA DA TIJUCA, RESORT 5 ESTRELAS.",Serviced apartment,165652430,Daniel Augusto Goulart,BR,within an hour,100.0,Entire home/apt,Real Bed,3,1125,4,0.0,1.0,0.0,2.0,1.0,strict_14_with_grace_period,500.0,BRL,"Rio de Janeiro, RJ, Brazil",Brazil,BR,-43.32757785990409,-23.011402303611757,354,False,4,10.0
New Studio in Heart of Chelsea,Apartment,735701,Charles,"New York, New York, United States",within an hour,95.0,Entire home/apt,Pull-out Sofa,2,30,2,0.0,1.0,0.0,1.0,1.0,strict_14_with_grace_period,221.0,USD,"New York, NY, United States",United States,US,-73.9994,40.7444,270,True,227,10.0
Quarto 6pax,Bed and breakfast,39815965,Raquel,PT,Not Specified,100.0,Private room,Real Bed,1,1125,6,0.0,1.0,1.0,6.0,1.0,flexible,56.0,EUR-P,"Porto, Porto, Portugal",Portugal,PT,-8.6018,41.15604,287,True,0,10.0
